class,species,stateProvi,locality,decimalLat,decimalLon,year,institutio
Aves,Eremophila alpestris,South Dakota,Mobrogi,44.212734,-100.246853,1932,ANSP
Aves,Buteo regalis,South Dakota,Medicine Creek,44.108879,-99.696781,1881,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Athene cunicularia,South Dakota,Mouth of little cheyenne,44.212734,-100.246853,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Spizella pallida,South Dakota,Sioux reservation,44.212734,-100.246853,1893,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Falco sparverius,South Dakota,"SWAN LAKE, MISSOURI RIVER",43.220189,-97.101288,1881,ANSP
Aves,Lanius ludovicianus,South Dakota,NA,44.212734,-100.246853,1879,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Molothrus ater,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Anthus spragueii,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Sturnella neglecta,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tringa solitaria,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Buteo jamaicensis,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Falco mexicanus,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Spizella pallida,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tringa flavipes,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Tringa semipalmata,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,Wessington hills,44.334709,-98.80093,1881,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Centronyx bairdii,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Aix sponsa,South Dakota,Ft thompson,44.212734,-100.246853,1891,ANSP
Aves,Spizella pallida,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Centronyx bairdii,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Tringa melanoleuca,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Centronyx bairdii,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Falco mexicanus,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Sturnella neglecta,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tringa melanoleuca,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Spiza americana,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Centronyx bairdii,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Passerina amoena,South Dakota,"SWAN LAKE, MISSOURI RI.",43.220264,-97.093105,1881,ANSP
Aves,Centronyx bairdii,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Centronyx bairdii,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Athene cunicularia,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Chordeiles minor,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Spatula clypeata,South Dakota,NA,44.212734,-100.246853,1892,ANSP
Aves,Molothrus ater,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Athene cunicularia,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Spizella pallida,South Dakota,NA,44.212734,-100.246853,1879,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Lanius ludovicianus,South Dakota,NA,44.212734,-100.246853,1879,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Colaptes auratus,South Dakota,"SWAN LAKE, MESSAIM R.",43.220264,-97.093105,1881,ANSP
Aves,Calidris himantopus,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Spizella pallida,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Falco sparverius,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Falco mexicanus,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Chordeiles minor,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Buteo swainsoni,South Dakota,Lemmon,45.939499,-102.160034,1932,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Falco sparverius,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Spiza americana,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Athene cunicularia,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Athene cunicularia,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Centronyx bairdii,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calidris minutilla,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Passerculus sandwichensis,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Melospiza melodia,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,Wessuata hills,44.212734,-100.246853,1881,ANSP
Aves,Athene cunicularia,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Lanius ludovicianus,South Dakota,NA,44.212734,-100.246853,1879,ANSP
Aves,Chordeiles minor,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Bombycilla garrulus,South Dakota,Custer,43.766686,-103.59877,1896,ANSP
Aves,Tringa flavipes,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Anthus spragueii,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Zonotrichia querula,South Dakota,White river,43.568054,-100.745418,1913,ANSP
Aves,Calcarius ornatus,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Athene cunicularia,South Dakota,Medicine creek,44.108879,-99.696781,1881,ANSP
Aves,Athene cunicularia,South Dakota,Mouth of little cheyenne,44.212734,-100.246853,1881,ANSP
Aves,Chordeiles minor,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Ammodramus savannarum,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Falco mexicanus,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Sturnella neglecta,South Dakota,Andover,45.410229,-97.902599,1932,ANSP
Aves,Tyrannus verticalis,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Aves,Calamospiza melanocorys,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Buteo swainsoni,South Dakota,De Smet,44.385219,-97.550354,1884,ANSP
Aves,Chordeiles minor,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tringa semipalmata,South Dakota,Huron,44.363319,-98.21426,1881,ANSP
Aves,Tyrannus verticalis,South Dakota,NA,44.212734,-100.246853,1881,ANSP
Mammalia,Peromyscus maniculatus,South Dakota,Medicine Mts,43.9118795,-103.7143682,1936,LSUMZ
Mammalia,Ondatra zibethicus,South Dakota,Sand Lake Refuge,45.7578942,-98.2512238,1944,LSUMZ
Aves,Colinus virginianus,South Dakota,Vermillion,42.77944,-96.92889,1877,MCZ
Aves,Bombycilla garrulus,South Dakota,Deadwood,44.37667,-103.72917,1891,MCZ
Aves,Colinus virginianus,South Dakota,Vermillion,42.77944,-96.92889,1877,MCZ
Aves,Centronyx henslowii,South Dakota,Moody Co.,44.03333,-96.66667,1882,MCZ
Aves,Anser caerulescens,South Dakota,Vermilion,42.77944,-96.92917,1879,MCZ
Aves,Colinus virginianus,South Dakota,Vermillion,42.77944,-96.92889,1877,MCZ
Aves,Centronyx henslowii,South Dakota,Moody Co.,44.03333,-96.66667,1883,MCZ
Aves,Eremophila alpestris,South Dakota,Vermilion,42.77944,-96.92917,1877,MCZ
Aves,Rallus elegans,South Dakota,NA,42.73333,-96.96667,1882,MCZ
Aves,Pica hudsonia,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Cinclus mexicanus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Vireo plumbeus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Gymnorhinus cyanocephalus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Sitta carolinensis,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Vireo olivaceus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Poecile atricapillus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Turdus migratorius,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Gymnorhinus cyanocephalus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Vireo plumbeus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Piranga ludoviciana,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Sturnella neglecta,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Sialia currucoides,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Chondestes grammacus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Geothlypis trichas,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Sialia currucoides,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Spizella passerina,South Dakota,"Black Hills, Spearfish Canyon",44.406309,-103.900903,1941,CUMV
Aves,Pipilo maculatus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Cinclus mexicanus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Pipilo maculatus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Leucophaeus pipixcan,South Dakota,Lake Thompson,44.277456,-97.458267,1922,CUMV
Aves,Gymnorhinus cyanocephalus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Cinclus mexicanus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Piranga ludoviciana,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Tachycineta thalassina,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Poecile atricapillus,South Dakota,Nemo,44.194157,-103.504909,1941,CUMV
Aves,Troglodytes aedon,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Sturnella neglecta,South Dakota,Rapid City,44.074917,-103.218342,1933,CUMV
Aves,Cinclus mexicanus,South Dakota,"Black Hills, Spearfish Canyon",44.406309,-103.900903,1941,CUMV
Aves,Myadestes townsendi,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Vireo plumbeus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Empidonax occidentalis,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Tympanuchus phasianellus,South Dakota,Dark Canyon,44.048889,-103.339288,1948,CUMV
Aves,Tympanuchus phasianellus,South Dakota,Dark Canyon,44.048889,-103.339288,1948,CUMV
Aves,Circus cyaneus,South Dakota,Armour,43.318600000000004,-98.34675,1910,CUMV
Aves,Cinclus mexicanus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Myadestes townsendi,South Dakota,Mount Terry,44.327517,-103.8357,1941,CUMV
Aves,Vireo plumbeus,South Dakota,South Canyon,44.089165,-103.302988,1948,CUMV
Aves,Troglodytes aedon,South Dakota,Rapid City area,44.074917,-103.218342,1860,CUMV
Aves,Buteo regalis,South Dakota,Dupree,45.049524,-101.601543,1860,CUMV
Aves,Pica pica,South Dakota,Chilson,43.233334,-103.616669,1890,UMMZ
Aves,Tyrannus verticalis,South Dakota,no specific locality,42.883335,-96.966667,1882,UMMZ
Aves,Spiza americana,South Dakota,Wolsey,44.400002,-98.466667,1924,UMMZ
Aves,Junco hyemalis,South Dakota,Spearfish,44.483334,-103.866669,1936,UMMZ
Aves,Pipilo erythrophthalmus,South Dakota,Chilson Canon,43.233334,-103.616669,1890,UMMZ
Aves,Passerculus sandwichensis,South Dakota,Wolsey,44.400002,-98.466667,1924,UMMZ
Aves,Calcarius ornatus,South Dakota,New Underwood,44.099998,-102.833336,1936,UMMZ
Aves,Junco hyemalis,South Dakota,Redfern,44,-103.650002,1910,UMMZ
Mammalia,Zapus hudsonius,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Sorex cinereus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus pennsylvanicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Sorex cinereus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Thomomys talpoides,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Sorex cinereus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Sylvilagus nuttallii,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Sorex cinereus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Tamias minimus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Microtus pennsylvanicus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Microtus pennsylvanicus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamias minimus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus pennsylvanicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Microtus longicaudus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Tamias minimus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Sorex cinereus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,42.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Sylvilagus nuttallii,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamiasciurus hudsonicus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Zapus hudsonius,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Tamias minimus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Peromyscus maniculatus,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
Mammalia,Myodes gapperi,South Dakota,Custer,43.766667,-103.6,1928,UCLA
